sender,receiver,value
RAQUEL,GILBERTO,1777
SAMUEL,MIGUEL,42511
EVERTON,VALERIA,96404
ALEX,FELIPE,13893
GABRIELA,LUCIA,30686
SILVIA,ROBSON,67494
FABIO,HELENA,23080
VALDIR,TAIS,3413
FABRICIO,JEAN,75162
SUELI,LARISSA,25048
ELIANE,EDNA,69049
DAIANE,ANTONIA,35967
RITA,LUZIA,81563
JANAINA,NATALIA,81731
GILBERTO,OSVALDO,26813
RAFAEL,MAURO,13600
GABRIELA,JEAN,41979
JORGE,LUCIANA,62590
RENAN,LUCAS,93122
LUANA,DANIEL,15263
REGINALDO,IGOR,65954
FABIO,RAQUEL,50564
RAFAEL,CELIA,30479
WESLEY,PAULO,78379
MAURO,ELIANA,22054
BARBARA,ROBSON,69581
FABIANA,MONICA,59279
TEREZA,ANDREIA,86752
ANTONIO,APARECIDA,22250
MONICA,TIAGO,76013
SILVIA,JANAINA,49985
ALESSANDRA,DOUGLAS,1356
VINICIUS,PEDRO,35813
LUZIA,ANTONIO,65863
VITOR,WILSON,73314
CELIA,DAVID,93102
ELAINE,JEAN,12999
GILMAR,ADRIANO,57957
ALICE,WESLEY,60244
JORGE,BEATRIZ,98738
TEREZA,ROBERTO,23553
RAFAEL,FABRICIO,46557
ALESSANDRO,RONALDO,53521
ANTONIO,MARLENE,18787
FRANCISCA,ANDERSON,15726
JOAO,VINICIUS,57003
RONALDO,RICARDO,19854
RAIMUNDO,AMANDA,76154
ROSA,ALEXANDRE,75670
JANAINA,DAVI,36195
DENISE,ISABEL,72283
MARLI,ALAN,84555
VANESSA,GUSTAVO,61555
MANUEL,TATIANE,223
ELIANE,FELIPE,83499
MARCELO,MATEUS,99937
EMERSON,SARA,28951
SONIA,REGINALDO,79613
DANIEL,RAFAEL,79583
ROSANA,MARIANA,39763
TEREZINHA,JOAO,35116
VICTOR,EVERTON,66040
TIAGO,VINICIUS,64929
SONIA,MARCOS,8448
DANIELA,GILMAR,66458
LUANA,ISABEL,16641
EDNA,MAURO,54214
MARCO,LUZIA,64754
VINICIUS,FABIO,95999
ANA,RENAN,78162
GUILHERME,BENEDITO,67621
JULIO,AMANDA,19864
LUCIANO,SEBASTIAO,87043
SILVIA,JULIO,61672
ANGELA,ANDRESSA,11786
FATIMA,SERGIO,76949
DIEGO,ANGELA,83648
ANDREA,BEATRIZ,16297
FRANCISCA,ISABEL,58310
JOAQUIM,CICERO,61711
DOUGLAS,FABIANA,38046
FABRICIO,MARCIO,95552
DAIANE,DIEGO,24322
ANDREIA,FRANCISCA,87975
ANDRE,ALAN,76849
LARISSA,VANESSA,32333
MAURICIO,GABRIELA,35229
TEREZA,FRANCISCO,85937
WILLIAN,FERNANDO,89319
GABRIELA,ALAN,43401
ROGERIO,PEDRO,27551
FABIO,WILLIAN,44498
EDUARDO,HELENA,65484
DIOGO,MARCIA,52821
RAIMUNDA,SARA,52382
TAIS,SILVIA,4957
ROSANA,ALEXANDRE,6364
ALEXANDRE,MARLENE,70213
TANIA,SERGIO,66594
FATIMA,DAVID,87766
DAVID,IGOR,31241
ROSANA,MARIANA,38105
VINICIUS,PATRICIA,77964
ELAINE,CRISTINA,29637
DANIELE,MARTA,36189
ALEXANDRE,ADRIANA,72232
MATEUS,THAIS,83549
RODRIGO,FELIPE,61686
RAQUEL,MARINA,93855
CLAUDIA,BEATRIZ,99545
FABIANO,CLAUDIO,68350
ADILSON,MATHEUS,78373
TAIS,MARLI,41053
ELIANE,CRISTIANO,13077
MAURO,MONICA,59667
SOLANGE,CRISTIANO,23476
RAIMUNDO,EMERSON,58480
GUILHERME,RAIMUNDO,98623
BEATRIZ,ROSA,45842
MARCO,MARIANA,12054
ANDREIA,TEREZINHA,65631
ALINE,TAIS,13894
LUCIANA,MARINA,44724
CAROLINE,JOSE,8761
LEONARDO,LUCIANO,95198
MANOEL,MAURICIO,39643
MONICA,DANILO,50333
JOAQUIM,RAFAELA,33313
BIANCA,RAIMUNDA,51453
ERICA,ANA,94818
JORGE,ROGERIO,86743
BIANCA,ALAN,91271
CARLOS,ELIANA,64420
LUANA,RICARDO,18023
EDUARDO,REGINA,19338
VALDIR,GUILHERME,72605
CRISTIANE,RAFAELA,20468
ADRIANO,MARCIO,43558
JOAQUIM,ANDRE,98911
ALICE,JOAQUIM,85188
ROSA,SAMUEL,73222
FLAVIO,ROBERTO,34384
NATALIA,DANILO,66320
ADILSON,VINICIUS,55658
JOSEFA,MARINA,22223
ALEX,JAIR,43485
LUZIA,VERA,30195
TANIA,ADILSON,18350
MARCELO,GUILHERME,79825
ADRIANO,ANGELA,73978
RAFAELA,MICHELE,92959
SIMONE,RONALDO,68983
JOSEFA,PATRICIA,84141
CAROLINA,CAROLINE,31601
ISABEL,GABRIEL,71224
MARIANA,JULIANA,64982
RENATA,ALEX,13819
ISABELA,ANA,43255
JESSICA,GUILHERME,38565
ROGERIO,LUZIA,84933
JESSICA,DANIEL,39540
SEBASTIAO,PAULO,16285
CAIO,LUIS,79316
JANAINA,ANGELA,10966
JONAS,DANIELE,79738
LUZIA,LUIS,25204
MARIO,JAIR,81449
JOSE,GABRIEL,58403
RAFAEL,OSVALDO,89058
GABRIEL,MANOEL,87152
TIAGO,VIVIANE,76095
FRANCISCO,RENAN,64738
MAURICIO,VITORIA,60860
ROBERTO,SEVERINO,37352
ANGELA,JOAO,80496
ISABELA,SUELI,6877
ROSA,CRISTIANO,51134
ISABELA,DIOGO,44186
LARISSA,SARA,42963
SUELI,LETICIA,47787
ANDREA,RAIMUNDA,81602
ALESSANDRA,RAIMUNDO,26086
FRANCISCA,EDNA,97298
FABIO,ROSANGELA,70244
SOLANGE,PAULO,3932
RICARDO,LUIS,12111
CAMILA,CRISTINA,26848
RODRIGO,MARCIO,62753
PAULO,DENISE,35912
GUSTAVO,EMERSON,94900
SILVANA,JEAN,67919
SERGIO,JOAO,40921
CAMILA,SUELI,65697
PAULO,ISABELA,43619
SILVANA,EDUARDO,18939
CLAUDIA,TAIS,48271
GERALDO,CICERO,75911
MARIO,JOSEFA,62804
RICARDO,LUAN,50977
VIVIANE,ISABEL,96699
APARECIDA,MANOEL,12068
ADILSON,JULIO,4135
DIOGO,CARLOS,9397
LUIZA,OSVALDO,82105
SOLANGE,JEAN,45604
JOAQUIM,CICERO,38755
FERNANDO,MARLI,13979
FERNANDA,FLAVIA,94379
EMERSON,JOAQUIM,75023
DOUGLAS,BRUNA,94573
RAQUEL,LUIZA,41280
ADRIANO,GABRIELA,1139
ERICA,JAQUELINE,90562
FABRICIO,MANOEL,15930
LUAN,SANDRA,78170
MARLI,GERALDO,30311
MARIA,MARCELO,64721
LUCIANO,FLAVIO,83040
VINICIUS,DANILO,27713
CAIO,HENRIQUE,3827
CAIO,MARLI,13823
TEREZINHA,MANOEL,97215
DEBORA,JAQUELINE,80499
MAURO,MANOEL,30154
BENEDITO,MIGUEL,25621
DENISE,SIMONE,72784
DAVI,SAMUEL,71945
SONIA,LUCAS,84704
RAFAELA,TEREZINHA,38303
PAULO,VALERIA,15217
VINICIUS,FRANCISCA,78467
DANIEL,NATALIA,22242
FLAVIO,DAIANE,84379
RENATA,REGINALDO,21262
ANDERSON,SUELI,46931
ANDERSON,APARECIDA,83065
THIAGO,DIOGO,80742
SIMONE,ANDREA,2884
ANA,OSVALDO,66211
SABRINA,JESSICA,90654
MARIO,FRANCISCO,62329
OSVALDO,FERNANDO,95481
SAMUEL,MATHEUS,89700
MONICA,MAURICIO,8071
LUAN,MARINA,41459
VICTOR,JULIANA,95789
HENRIQUE,DANIELE,68598
JONAS,SONIA,97274
FLAVIA,NELSON,40873
MARTA,ISABEL,10776
BEATRIZ,EDSON,1698
LEONARDO,RENAN,85676
SIMONE,MARCIA,49216
SAMUEL,MARIA,33201
MAURICIO,PRISCILA,78990
ANDREIA,MONICA,53301
DIEGO,THIAGO,18936
NATALIA,WESLEY,6578
VANESSA,SABRINA,83193
DIOGO,DENISE,67708
LUIZA,MARTA,37634
VINICIUS,WILLIAN,60399
FABIANO,RAQUEL,2441
FATIMA,MONICA,76907
GABRIELA,GILBERTO,42452
DENISE,ALINE,16992
ANTONIO,MARCIA,20988
THAIS,MARCELO,75720
SIMONE,MAURICIO,97762
CRISTIANO,RAFAELA,41952
BEATRIZ,NATALIA,36619
LAURA,ROBSON,80527
RAQUEL,MONICA,28785
LUCIANA,ROBERTO,29194
MIGUEL,MARLENE,72748
ANDREA,TEREZINHA,48843
MIGUEL,JAQUELINE,80658
RAIMUNDA,LUAN,68553
CRISTIANE,LUCIA,73010
BEATRIZ,ROBERTO,55170
MAURO,MARIO,24101
FRANCISCO,DEBORA,18246
RENATO,TATIANE,87875
CLAUDIO,RENATA,40432
VANESSA,RODRIGO,73683
FERNANDO,NATALIA,34178
FERNANDA,ALESSANDRO,23652
FLAVIO,JOSEFA,80907
SILVIA,FABIO,45968
ANTONIA,MARINA,29056
JAIR,WILLIAN,8161
SERGIO,HELENA,99625
JANAINA,EDNA,11166
ELIANE,GABRIELA,26924
LAURA,DIEGO,99045
IGOR,FLAVIA,51635
MATHEUS,DANIELA,21339
VITORIA,ELIAS,7947
GABRIELA,TATIANE,92432
GILSON,RENATA,54880
THAIS,JEFERSON,42117
LUAN,ANTONIO,61255
MARCIO,ROGERIO,5069
JEAN,LUCIA,17341
MATHEUS,ROBSON,62486
JANAINA,DENISE,83019
MARCO,ELIANA,62722
DOUGLAS,ALINE,52592
PRISCILA,SIMONE,64201
FERNANDO,SERGIO,59727
ROSANA,JAIR,55452
NELSON,RICARDO,14908
REGINALDO,SANDRA,92009
JORGE,MANUEL,49951
GABRIELA,ALINE,66018
FABIANA,ISABELA,1930
FELIPE,JAIR,50911
DAIANE,DIEGO,87354
MATHEUS,TANIA,36740
JANAINA,REGINA,14514
LUANA,ANDREA,64027
CARLOS,ROSA,72243
FERNANDA,RENAN,48192
MARCIA,THAIS,89147
JORGE,DANIEL,2739
MARIO,ANDREA,98142
ANDERSON,ALESSANDRO,71291
ROSANGELA,LUIZ,25568
CRISTINA,JEAN,23204
ISABELA,RAIMUNDA,92922
VANESSA,GABRIELA,38030
GUILHERME,VINICIUS,43748
PRISCILA,BRUNO,57026
ELIANE,ADRIANO,27580
PAULO,TIAGO,82698
HENRIQUE,ISABEL,14089
CICERO,VINICIUS,24125
ANDREIA,DIOGO,3874
ALAN,LUCIANO,8219
VITORIA,CAMILA,86892
IGOR,GABRIEL,22371
BRUNA,VITORIA,83930
VERA,MARCO,41345
DANILO,ADRIANA,33085
ELIANE,SIMONE,88827
VICTOR,FRANCISCO,37349
PEDRO,ERICA,56755
DAIANE,VANESSA,77505
MICHELE,TEREZINHA,72224
WILSON,EDNA,92719
LUZIA,SOLANGE,58458
EVERTON,SEBASTIAO,87579
FRANCISCA,DANIELE,24242
TIAGO,EDSON,23624
TEREZA,CLAUDIA,23613
ANDREA,DANIELA,77782
ADILSON,ALICE,15907
VALERIA,CAROLINE,44596
JULIO,JOSE,35994
FERNANDA,JESSICA,55424
CARLA,EDSON,14855
REGINA,PAULA,24366
VITORIA,MARINA,89474
RAFAELA,JOSEFA,58509
LAURA,JOANA,70296
WILLIAN,LUIZ,13394
JORGE,MIGUEL,53474
ALEX,VIVIANE,32994
SANDRA,RENAN,88975
JULIANA,FLAVIA,19362
RENATO,LUZIA,62797
ADRIANA,LUIZ,21239
WILSON,VIVIANE,81334
EDUARDO,SABRINA,15752
FRANCISCO,ANDERSON,22973
PAULA,PEDRO,50472
LUIZA,FLAVIO,89435
JOSE,BEATRIZ,60728
JOAQUIM,REGINALDO,70848
RAFAEL,ANDRE,97529
MARINA,ADRIANA,68790
ELIANA,FRANCISCO,22173
LUCIANA,MARIA,51373
SABRINA,DAVI,28676
MICHELE,BRUNO,2008
JOSEFA,VALERIA,26139
MARTA,REGINALDO,84596
MAURO,VICTOR,66950
CARLA,CAIO,21703
CAROLINE,MIGUEL,85276
JOAQUIM,ANDREIA,22252
MANOEL,ROSA,64191
RODRIGO,MAURICIO,69878
ROSANGELA,EMERSON,57913
CRISTIANE,PEDRO,313
ANTONIA,FABIANO,61372
CICERO,GUSTAVO,76406
GILSON,MARCO,74895
RAIMUNDA,ANDREA,66879
SIMONE,RITA,24055
BARBARA,CAROLINA,93485
LUIS,RENATO,25549
ERICA,VERA,89105
VIVIANE,ALICE,85093
VITOR,SANDRA,25903
TEREZA,THAIS,46115
AMANDA,CICERO,3468
WILSON,CELIA,84105
TIAGO,ISABELA,63754
ANDERSON,HENRIQUE,58712
EMERSON,RAIMUNDA,86701
VITORIA,ALEXANDRE,64613
FERNANDA,MANUEL,31700
ROBSON,JOSE,42514
CELIA,DAIANE,47655
CELIA,PAULO,26856
LUCIANA,MARCELO,64283
SEBASTIAO,NATALIA,79374
MAURICIO,FABIANO,49189
THAIS,SILVANA,74808
ROSANA,ALESSANDRA,93299
CRISTINA,WILSON,19847
LUCIA,CRISTIANE,8089
ROSANGELA,MARIANA,98774
GUSTAVO,BRUNO,52576
ISABEL,LUANA,32426
WESLEY,RENATO,85565
SEVERINO,MARCO,56348
THAIS,ROSANGELA,64387
LETICIA,MICHELE,78120
FERNANDA,OSVALDO,59654
ERICA,JORGE,5429
GUSTAVO,ROGERIO,64787
JANAINA,ALESSANDRA,90813
DANIELE,FRANCISCA,2486
JONAS,SIMONE,65558
CAROLINE,RITA,69042
MAURO,MANOEL,29446
DAIANE,LETICIA,33345
AMANDA,ALESSANDRO,16570
TANIA,WILSON,17102
RAFAELA,PEDRO,5768
MARCIA,VANESSA,18172
ALINE,FABIO,60437
CAIO,NELSON,35976
RAIMUNDO,BARBARA,44623
REGINALDO,GABRIEL,62702
ALAN,CLAUDIA,87699
TATIANE,ANDREA,83619
RAFAELA,LUCIA,10293
JOANA,DANIELA,50897
ADRIANA,BRUNO,50581
MATEUS,TAIS,73415
AMANDA,GILSON,15001
BRUNO,DIOGO,67762
THAIS,DAVID,8328
MIGUEL,RICARDO,99271
DANIELA,ALESSANDRO,17277
ROGERIO,BIANCA,60943
BARBARA,IGOR,69489
DANILO,SEVERINO,7362
TIAGO,EDSON,82901
GILMAR,FABRICIO,559
OSVALDO,ADRIANA,46379
EVERTON,LUCIA,22770
NELSON,MARCIA,87339
CRISTIANE,WILLIAN,3936
MAURO,EVERTON,96568
ROGERIO,LUIS,89801
RODRIGO,MARTA,33497
BIANCA,ALINE,76905
JOAQUIM,REGINA,45370
SERGIO,THIAGO,59749
ADILSON,WILLIAN,6116
DIEGO,MARINA,94299
BARBARA,VANESSA,79652
JORGE,ALEX,19941
CRISTIANE,NELSON,88806
JOANA,RENATO,80701
CARLOS,THIAGO,82387
VALERIA,BIANCA,87540
DIOGO,DAVI,53493
CLAUDIA,RAQUEL,70658
LUIZ,VIVIANE,31745
RAQUEL,JAIR,96710
GABRIEL,MARINA,79974
RAFAEL,SIMONE,10837
SILVIA,GABRIEL,12238
THAIS,CAMILA,61509
SANDRA,LETICIA,4447
OSVALDO,THAIS,51607
VALDIR,ADRIANA,89540
ANDREIA,OSVALDO,74045
CELIA,ROSANGELA,64179
MARINA,RITA,24800
JULIANA,DANIELE,70006
GABRIEL,AMANDA,13366
PATRICIA,ALAN,47569
JANAINA,TANIA,94349
GILMAR,CRISTIANO,3866
OSVALDO,VITOR,21926
VANESSA,LETICIA,50369
IGOR,ALICE,48616
WILSON,JOSEFA,94066
CAIO,LUIS,65612
LUCIANA,MARLENE,29060
SIMONE,CAIO,15948
ANA,DANILO,41539
GUILHERME,ELIANA,76274
DANIELE,SABRINA,55545
MONICA,OSVALDO,91396
ROBSON,HENRIQUE,73694
SERGIO,FRANCISCA,24970
DAIANE,SILVIA,81202
JANAINA,FABRICIO,53813
RENATO,JEAN,71302
JULIA,FERNANDA,97487
TIAGO,FLAVIO,41724
TEREZA,JESSICA,42381
MARTA,LAURA,66409
VALDIR,LETICIA,43486
PAULA,JOSE,92673
ANDREA,FATIMA,90381
RITA,TANIA,48845
LUCIA,FELIPE,37766
ROSANGELA,TANIA,85266
LUCIA,FRANCISCA,90734
ELIANE,CAIO,77074
LARISSA,JEAN,33526
GABRIEL,ROBSON,43908
MARIO,CELIA,78084
ELIANE,JOANA,85321
GABRIELA,FRANCISCO,84934
DAVID,TAIS,9145
RAFAELA,SOLANGE,34157
OSVALDO,ADRIANO,86296
DANIELE,MARCOS,26054
TAIS,WILSON,7168
CAROLINA,LUAN,76066
ROBSON,RONALDO,49675
MARIA,VERA,83482
JESSICA,VANESSA,72547
DANIELE,LETICIA,13557
TEREZINHA,PEDRO,1163
JULIO,SILVANA,1006
JAIR,RODRIGO,2919
RENATO,HELENA,54401
FERNANDA,LUIZA,36445
SARA,PAULO,59105
JORGE,SARA,12155
MARLI,RITA,51865
FELIPE,THIAGO,84978
MAURICIO,ELIAS,42890
SANDRA,CAIO,89495
FLAVIO,LUCAS,33388
GERALDO,RENAN,99861
LAURA,MARLI,77555
MAURO,LUCAS,41957
GILSON,AMANDA,10634
TIAGO,EDSON,52092
NATALIA,SUELI,35441
MARCO,ROSANA,31746
LUCIA,BARBARA,76142
LUCAS,RENATA,85414
VERA,FABIANA,24929
THIAGO,OSVALDO,55573
DANIEL,FABRICIO,77064
RITA,JEAN,22846
BRUNO,PATRICIA,75308
VERA,GUILHERME,96024
DENISE,LUANA,77561
ROGERIO,SEBASTIAO,46325
GABRIELA,ROSA,21677
EMERSON,SAMUEL,7098
MARCIO,HELENA,1715
LETICIA,ROSA,16400
MIGUEL,RAQUEL,33505
PEDRO,ALINE,10541
TIAGO,FABIANO,22276
CARLA,RAFAELA,41047
SIMONE,DANIELE,35839
ELIAS,VERA,24572
ANDREA,EDSON,83420
DANIELA,SEVERINO,59085
ERICA,PATRICIA,53316
DIEGO,PAULO,72727
MATEUS,BARBARA,119
SUELI,HELENA,7330
ANA,MATEUS,32227
THIAGO,FERNANDO,46366
ANDRESSA,LUIZA,45960
SIMONE,IGOR,45859
SILVANA,FRANCISCO,7085
ALICE,LUIZA,34314
JEAN,LUCAS,97382
EMERSON,GABRIELA,6520
EDNA,LUCAS,13645
TANIA,RITA,25529
LAURA,ALESSANDRO,30548
WESLEY,ALEXANDRE,93547
ISABEL,FABIANA,25106
JOAQUIM,CRISTINA,65713
JOANA,ROBSON,57192
LUIS,LUIZA,5635
SOLANGE,CARLOS,56608
ALEXANDRE,ALICE,86518
MARLENE,JONAS,20869
DAVID,WILLIAN,73451
GABRIEL,CRISTIANO,1630
DANIELE,HENRIQUE,90556
LUCAS,MARCELO,11736
RONALDO,ELIAS,24149
DAVID,ANTONIO,66879
REGINALDO,CICERO,67249
MATHEUS,ANA,29947
WILSON,FABIANO,4773
RAFAELA,FERNANDO,20872
DANIELE,ISABELA,47056
FABIO,DENISE,72757
OSVALDO,TEREZINHA,29358
ANDERSON,ALEXANDRE,30842
PAULA,FABIO,41361
MAURO,ANDREIA,9430
DAIANE,OSVALDO,57194
FRANCISCO,JOSEFA,59027
LUIZA,SAMUEL,99865
FELIPE,SABRINA,927
ALESSANDRA,ANDRE,75623
JULIA,TAIS,4875
LETICIA,FELIPE,65258
CAMILA,JULIA,30266
JANAINA,LEANDRO,89608
MAURO,DIOGO,5212
CRISTINA,GUSTAVO,34139
RENAN,SIMONE,38093
ISABEL,BRUNO,99552
SARA,MARCELO,20095
SUELI,LEONARDO,68630
ROSANGELA,DANIEL,55230
SEBASTIAO,EDUARDO,46306
ALEXANDRE,VANESSA,18034
NATALIA,ERICA,64033
LUZIA,EMERSON,14148
VIVIANE,MICHELE,39813
MARINA,ALEXANDRE,11034
GABRIEL,LUIZ,84180
ANTONIA,LUIZ,73067
MANUEL,LUIS,46204
FELIPE,SUELI,28189
ALINE,FLAVIA,51249
GILSON,VINICIUS,68439
ADRIANA,FLAVIA,6700
SARA,JULIA,69766
ADRIANO,PAULO,37734
VIVIANE,ANDRESSA,26709
MARCIO,RICARDO,34157
GERALDO,RAIMUNDA,17956
TATIANE,JAIR,18162
MARCIO,ADILSON,89350
ANTONIO,WESLEY,30671
MARCIO,JAIR,75813
PRISCILA,OSVALDO,33334
MARIA,VICTOR,33105
NELSON,BEATRIZ,33141
ROSANGELA,REGINALDO,65891
EDUARDO,JAIR,34934
CICERO,SOLANGE,32586
ERICA,RENATA,16521
DAIANE,DIOGO,45653
ELIAS,RENAN,8875
ISABELA,JEAN,38795
JULIANA,CAIO,95940
SIMONE,VANESSA,61025
ROSANGELA,MARCELO,63611
BIANCA,MATEUS,18920
ROBSON,APARECIDA,27573
BRUNA,SERGIO,71686
PAULA,ADILSON,28776
SUELI,ADRIANA,46733
MARIO,ANDRESSA,48911
EVERTON,DEBORA,40193
CLAUDIA,JEFERSON,31936
DENISE,LUANA,186
ANGELA,FRANCISCA,99777
SARA,JULIO,32089
LUANA,MARLI,20167
TANIA,JOAO,85550
ROSA,BENEDITO,99338
FERNANDO,LUIZ,37089
ELAINE,LAURA,98372
MANUEL,EDUARDO,72791
VIVIANE,RONALDO,52130
MARINA,FABRICIO,73055
WILLIAN,ANDREA,29732
MARIO,ADRIANO,927
ANDREA,ALESSANDRA,43095
TIAGO,JANAINA,10741
CARLA,MAURICIO,16626
ROSANA,SILVANA,75659
THIAGO,CELIA,29359
HELENA,APARECIDA,15615
EMERSON,ISABELA,53911
RITA,LUIS,6740
FERNANDO,FABIANO,28002
TANIA,ALAN,39283
FABRICIO,REGINALDO,26046
CRISTIANE,ADRIANA,85818
ISABEL,FRANCISCA,8211
MIGUEL,ADILSON,25577
ANDREIA,ERICA,32314
MATHEUS,LUAN,47941
REGINA,SUELI,78689
LUCIANO,SONIA,17606
ROBSON,CRISTIANE,92226
WESLEY,WILLIAN,67996
ROSANGELA,BRUNO,52806
MARCOS,MANUEL,93426
ROGERIO,RICARDO,26174
SABRINA,FRANCISCO,40465
LEONARDO,DEBORA,88135
LARISSA,SILVANA,83839
CAIO,LEANDRO,38464
ISABELA,EDNA,94606
WILSON,SIMONE,51751
JEFERSON,JULIO,37281
ALEXANDRE,GABRIELA,24966
JESSICA,REGINA,48896
DAVID,CELIA,23013
MARCELO,CAROLINE,61645
DAVI,CLAUDIO,40685
ROBSON,CICERO,96459
FABIO,ELAINE,13048
ANA,FABRICIO,67046
DAVID,MATHEUS,38130
MONICA,LUIS,66755
RENATA,DIOGO,49214
REGINALDO,HENRIQUE,60137
JANAINA,ANDREA,98891
FRANCISCO,FLAVIA,38961
BRUNA,MARIA,19401
RAQUEL,FERNANDA,10997
FABIANA,FERNANDO,7273
EMERSON,RAFAELA,29675
CRISTINA,TAIS,68354
JULIANA,LUCIA,31214
ALAN,APARECIDA,43578
RAIMUNDO,SILVIA,33130
MARLI,LUCAS,99265
JESSICA,RONALDO,76388
LUCIA,JOANA,98320
SOLANGE,WILLIAN,56761
ALEXANDRE,VITOR,55278
RODRIGO,FLAVIA,33849
JOAQUIM,ROBERTO,11430
SANDRA,FLAVIO,94317
JONAS,RODRIGO,97263
FELIPE,GILSON,76483
ANDRE,VITORIA,57341
JEAN,DENISE,93617
CAMILA,ANGELA,82549
CAROLINA,ALEXANDRE,82735
JOAQUIM,JULIO,2529
MAURO,ELIANA,69418
MAURICIO,IGOR,35845
ROSANA,BENEDITO,21712
TEREZINHA,DANIELA,31225
RENAN,FABIO,11295
SILVANA,LEANDRO,60777
JULIANA,LEANDRO,33403
ELAINE,JULIA,6880
FABIO,RITA,60447
FABIANA,VERA,63076
GILSON,ALEX,64714
PRISCILA,APARECIDA,75783
GUSTAVO,SILVANA,17486
PAULA,NATALIA,79170
AMANDA,JULIO,93673
ANDRESSA,BRUNO,48913
ALESSANDRA,JOAO,43852
VITORIA,TANIA,43481
ROBERTO,RAIMUNDA,14820
DAVI,ERICA,66607
SANDRA,RONALDO,61529
DEBORA,FERNANDA,86013
JEFERSON,LUCIA,65696
RAFAELA,JAIR,34429
JORGE,MANUEL,8126
MARCIA,MANUEL,54177
JULIANA,ANDRESSA,16614
FATIMA,SEVERINO,78641
MIGUEL,EDNA,77425
MARLI,LEANDRO,99301
LUIS,VALDIR,407
JOAO,ALAN,25806
ANDRESSA,WILSON,56284
THIAGO,FERNANDO,34087
FERNANDA,ROBSON,5920
HENRIQUE,SABRINA,85269
SEVERINO,SILVANA,44565
EVERTON,MARIO,6171
SERGIO,ALEX,26086
LUIZA,DAVID,59706
FLAVIA,NELSON,84656
CARLA,TEREZA,80460
MATEUS,MAURO,3696
CAMILA,DANIELE,86136
ELIANE,BENEDITO,13421
DAIANE,PEDRO,18711
MARIA,MARCELO,77159
VINICIUS,LUCIA,94399
PRISCILA,HELENA,73617
FABIANO,MAURO,99603
PAULA,FABIO,51195
PATRICIA,ROBERTO,76005
LUIZ,REGINA,26070
MATHEUS,FABIANO,31696
SANDRA,CARLA,17043
ADRIANO,THAIS,74989
ANDERSON,VALDIR,20252
CAROLINE,RONALDO,13274
DIEGO,OSVALDO,31648
VANESSA,VERA,55434
ISABEL,MARCIO,82077
JANAINA,VALDIR,62560
MAURO,EDUARDO,79993
FATIMA,VANESSA,68636
MIGUEL,APARECIDA,5721
ANGELA,ROGERIO,65619
FRANCISCA,SAMUEL,95170
LUAN,JESSICA,31629
REGINA,EDNA,20477
ELIAS,SIMONE,51983
ALEXANDRE,SARA,98602
IGOR,VERA,19474
CRISTIANE,GUILHERME,60454
ISABEL,TIAGO,55845
SONIA,JAQUELINE,98359
TEREZA,GERALDO,93277
FLAVIA,ANA,93501
LUIZ,BRUNO,20932
BRUNA,PRISCILA,45333
FATIMA,SUELI,14600
ANTONIO,DAVI,37709
CICERO,FRANCISCA,69277
THIAGO,EVERTON,19070
MAURICIO,BENEDITO,39973
SARA,CARLOS,45660
PRISCILA,ANDREIA,94164
THAIS,THIAGO,99358
ELIANE,LUZIA,51289
GABRIELA,LUAN,47479
JESSICA,FLAVIO,39196
CELIA,RICARDO,68368
MONICA,ANDRE,50331
JULIA,RAIMUNDO,70841
FLAVIA,ANDREA,94834
RENATO,DANILO,56545
BENEDITO,DANIEL,11838
SONIA,MIGUEL,20965
TEREZINHA,BENEDITO,17903
PAULA,ANDRE,8794
JONAS,TAIS,22727
EDSON,BENEDITO,62546
BENEDITO,ALEXANDRE,67722
JESSICA,SEVERINO,17750
MARCELO,SANDRA,83702
ANGELA,ALAN,34325
VANESSA,CLAUDIA,47885
ANGELA,ISABEL,5833
APARECIDA,NELSON,28875
TEREZINHA,CAROLINA,74309
MARCOS,CICERO,40578
FABIO,PRISCILA,74984
DOUGLAS,SONIA,7583
BEATRIZ,DENISE,88006
CELIA,FABIO,48722
VERA,TIAGO,86020
CARLOS,FABRICIO,24815
FLAVIO,APARECIDA,67000
FLAVIA,ANDRE,80414
LUIS,ELIAS,70490
GABRIELA,SEVERINO,49764
MANOEL,ANDERSON,65093
CLAUDIO,TAIS,84117
NATALIA,MARIO,62943
JULIA,ANA,84513
ALEXANDRE,DIOGO,61584
VIVIANE,MARTA,86933
LUIZA,ELIAS,82007
PATRICIA,PRISCILA,87524
CRISTIANO,EVERTON,42232
WILSON,DANILO,91097
JESSICA,ADRIANO,12208
BEATRIZ,EDUARDO,9834
ELIANA,SOLANGE,91565
LAURA,MARCIA,12939
PRISCILA,BARBARA,27324
ADILSON,REGINA,8821
FRANCISCA,ALINE,56133
BARBARA,CAMILA,71398
EDSON,GABRIELA,38111
LUCIANO,JONAS,83183
VANESSA,SILVANA,91124
CAIO,ELIAS,94916
ROSANGELA,GERALDO,77720
CELIA,VIVIANE,5787
RENATA,GILSON,40242
RAFAELA,RAFAEL,60029
MARIA,SONIA,34244
JESSICA,ALESSANDRA,49994
ELIAS,FATIMA,66275
EVERTON,PRISCILA,77729
JEFERSON,JOAO,30467
ANTONIO,JANAINA,62906
JULIA,TEREZA,73577
RITA,MARIO,54083
ELIANE,CAROLINE,85647
